exposure,stimType,sentence,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,gender,bildung,ageGroups,MSSGroups,ABNBLGroups
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,700,599.1,633.4,667.5,733.4,633.4,633.1,666.8,766.6,800.4,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,399.8,700.2,566.7,633.2,666.9,566.6,566.6,933.3,733.4,865.7,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,334.3,699.1,967,666.1,634.5,599.1,700.9,533.2,633.3,633.5,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,132.3,433.4,367.8,499,567.5,466.8,432.4,467.9,566.5,665.4,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,266.8,866.5,633.3,600,666.7,1233.4,633.3,632.3,600.1,634.3,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,233.2,732.7,400.8,433.2,733.4,466.6,565.8,401,499.1,500.9,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,133.6,465.8,1000.2,666.4,534.3,600.1,599.9,900,733.4,1000,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,700.1,1399.9,666.1,600.6,1366.7,999.9,766.7,1033.3,666.5,700.3,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,100.1,466,400.5,400.2,333.1,333.3,999.4,634,632.3,669.2,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,633.4,533.2,699.2,534.2,699.3,734.1,633.3,532.4,501,533.3,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,333.7,465.8,634.2,365.8,467.7,533.2,500.1,433.2,433.3,433.4,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,233.6,599.6,434.3,599.2,434.4,432.2,534.2,500.1,466.6,499,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,266.6,401,365.7,433.4,367.5,400,399.3,434,366.9,499.8,maennlich,sek2,older,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,100,402,431.5,400,399.6,333.7,300.1,633.3,433.4,398.9,maennlich,sek2,older,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,1038,990,990,936,775,925,843,804,793,866,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,967,920,986,879,886,744,796,885,863,850,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,1044,892,737,771,946,896,926,858,800,708,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,1033,838,1038,932,807,888,640,762,736,710,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,894,732,735,733,740,762,667,677,698,743,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,970,906,863,893,714,754,740,685,799,868,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,868,841,872,889,776,866,901,967,886,813,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,858,810,767,762,811,835,800,875,847,670,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,1173,795,778,690,737,800,773,721,789,725,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,975,870,828,837,811,842,668,743,811,852,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,1088,942,802,849,821,768,771,763,691,642,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,1281,888,863,715,869,800,739,761,862,836,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,1104,879,888,783,798,819,676,708,872,891,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,919,936,819,699,765,761,713,690,711,736,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,1104,818,926,994,866,860,769,796,901,888,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,825,772,869,714,823,814,788,742,737,990,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,395,897,767,699,808,797,803,691,743,699,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,912,866,729,780,757,804,804,803,732,977,divers,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,850.1,633.3,616.6,600,833.5,1166.5,733.5,716.6,733.3,1816.7,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,1383.3,1116.7,733.3,716.6,1216.8,599,783.4,1101,799,1666.7,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,666.6,732.3,633.3,551.1,850.2,716.4,900.1,883.4,582.3,1416.6,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,1866.5,815.7,467.8,416.7,716.5,366.8,783.2,500.1,466.7,3000,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,1183.3,1566.8,516.6,416.7,583.3,900,733.3,866.7,716.7,933.3,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,766.7,700,483.3,3000,1266.6,433.4,2500.2,549.8,683.6,2766.6,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,633.3,1416.7,583.4,533.3,483.3,433.4,533.2,366.1,367.3,449.4,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,399.9,500.2,2250,483.1,600.1,1300.1,399,384.3,416.6,3000,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,784.3,1016.6,466.9,449.8,533.3,649.2,367.8,366.5,433.4,983.2,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,566.6,465.8,416.7,800,651,382.6,450.6,2583.4,833.5,1315.6,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,100,1016.7,550.1,616.6,533.3,416.8,383.2,433.5,466.5,2216.8,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,449.1,767.6,350.1,366.6,366.7,450,466.6,433.2,416.8,1366.7,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,416.7,916.6,383.4,383.3,416.1,434,399.9,350.1,416.6,433.4,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,500.1,616.6,450,616.8,1216.6,3000,483.4,683.3,750.1,1050,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,434.4,800.1,632.3,684.5,1648.8,417.7,400,733.4,700,1233.3,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,500.9,1050,550.1,416.7,1066.7,432.4,1250.9,550.2,582.1,1117.8,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,866.8,599.1,417.6,483.2,765.8,384.3,382.4,500.8,416.8,466.7,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,633.4,833.3,449.9,433.5,666.6,416.7,383.3,366.8,566.5,900,maennlich,tertiaer,younger,higherSexism,moreNegativeAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,416,467.1,434.7,350.2,383.6,350.3,366,351.1,367.2,383.6,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,251.3,500.2,417.3,366.7,382.7,401.3,350.4,367,417,417.1,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,265.9,368.2,517,299.7,317.2,367.3,383.4,333.5,333.7,333.7,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,533.6,333.8,350.5,366.8,382.7,400.8,334,417.1,383.6,400.5,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,733.1,468.2,383.4,366.8,366.4,384.6,366.6,383.7,383.8,417,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,333.7,333.6,333.9,333.7,366.2,334,350.4,433.8,350.3,399.9,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,417.1,717.4,817.5,416.8,350.4,417,316.9,350.2,400.4,366.9,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,100,416.8,350.3,333.7,316.8,400.4,383.6,783.9,383.9,400.3,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,300.1,366,317.9,350.3,332.6,350.6,367.9,415.7,368.2,466.9,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,283.8,366.9,517.2,400.1,400.5,366.9,383.6,417,400.4,400,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,850.6,416.9,283.5,333.6,299.4,301.2,283.6,333.6,300.3,333.6,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,100,251,316.9,283.8,283.6,349.6,283.9,300.5,383.6,350.4,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,100,600.4,366.2,333.5,1168.7,400.3,317,333.6,316.8,633.8,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,100,300.3,299.7,283.9,350.5,366.4,417.5,366.9,367,533.8,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,232.3,234.1,234,233.4,200.3,233.5,266.3,200.4,317.4,232.5,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,283.6,266.9,266.8,333.5,317.2,233.6,266.7,250.1,250.2,283.6,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,233.5,283.5,233.4,217,216.9,250,200.3,233.6,233.4,250,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,166.8,266.6,250.4,267,266.9,283.5,216.8,266.8,283.6,266.9,weiblich,tertiaer,middle aged,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,157.1,735,491.9,865.8,700.1,650.5,716.6,582.8,533.3,700.1,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,383.1,466.9,483.6,783.8,565.5,600,433.6,533.4,433.4,473.2,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,522.3,702.5,447.7,467,550.4,834.3,765.3,417,483.5,583.6,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,249.6,554.5,578.1,533.4,616.4,634,427.2,714.7,450.2,868.6,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,200,760,633.2,417.2,533.5,449.3,349.5,433.3,416.7,600.6,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,499.8,635,500.7,349.3,615,499.6,366.7,451.6,649.5,483.1,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,233.5,583.5,399.9,468.2,500.8,449.5,398.7,317.2,383.8,719.5,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,626.8,465.7,450.1,483.3,417.8,550.4,499.9,431.5,366.6,483.3,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,485.7,1930.1,1217.4,432.6,616,517.2,617,734.1,481.4,833.6,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,550.3,416.8,449.3,416.2,550.4,850.5,633.1,649.1,466.9,649.6,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,1183.8,398.6,634.4,450.2,482.1,700.2,449.8,433.8,466.8,466.3,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,583.1,816.5,469.5,388.8,416.2,499,434.5,515.9,601.9,784.6,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,450.7,815.8,468.7,532.5,516.2,433,532.7,443.5,440.7,534.6,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,351.6,533.7,648.9,515.7,516.1,533.6,417.2,416.9,366.4,526.1,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,649,363.3,400.2,418,350.2,415.9,449.8,450.2,432.5,732.8,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,316.5,349.8,516.7,483,449.9,450.7,500,483.8,582.3,1366.8,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,249.8,516.8,432.5,350.2,249.7,483.6,383.2,400.4,475.2,564.5,weiblich,tertiaer,younger,lowerSexism,middleAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,417.3,610.6,400.8,366.7,347.6,383.3,266.6,230.3,467.2,517.8,weiblich,tertiaer,younger,lowerSexism,middleAtt
non-exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,451.4,332.6,249.7,371.9,417,317.2,361.9,338.3,366.9,294.9,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,100,366.6,272.2,311.8,300.4,316.5,337.7,334.7,294.8,266.5,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,100,417,239.2,299.9,316.6,350.3,295.2,305.1,395,368.2,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,400.4,221.3,379,254.9,300.6,300,283.6,295.3,288.3,317.1,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,100,400.3,266.9,261.6,266.9,267.4,232.8,267.1,371.9,595.8,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,433.6,321.8,462,338.7,283.4,283.5,333.7,300.2,328.5,450.3,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,768.1,232.1,255.5,249.5,245.5,271.8,266.8,279,232.9,233.5,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,100,286.5,297.5,249.9,272.3,278,300.2,272,278.6,250.4,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,450.1,271.9,250.3,661.8,355.4,250.3,400.3,283.4,217,228.6,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,431.4,214.4,289.2,233.1,266.7,283.5,317,350.5,328.7,421.9,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,134.2,366.6,255.2,244.6,266.9,238.5,245.7,233.4,221.5,395.4,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,204.6,362.1,254.9,246.8,237.5,261.5,283.7,266.6,233,434.3,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,238.5,367,245.6,271.7,411.6,333.8,299.8,350.4,267.3,238.2,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,482.5,317.4,233.6,237.5,279.6,254.5,262.2,283.3,283.8,400.3,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,100,266.7,295.5,238.4,233.6,261.6,250.6,254.7,250.3,228.9,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,200.8,266.8,233.3,305.2,316.6,262.5,271.3,296.1,371,212.1,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,305.5,299.5,234.2,216.5,228.5,316.7,288.9,228.2,205.4,228.9,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
non-exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,404.7,283.9,267.3,266.2,383.8,311.7,272.1,250.7,266.5,433.7,nichtbinaer,tertiaer,younger,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Schwimmer trainieren die Arme. Eine davon kann nicht mehr.,617,733,567,550,466,750,550,734,599,684,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,850,633,717,617,483,517,450,449,501,516,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,701,516,467,467,550,749,451,500,466,450,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGS,Die Zuschauer*innen betrachten die Bühne. Eine davon sieht nicht gut.,217,699,834,517,716,500,567,517,533,734,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Tennisspieler schlagen die Bälle. Eine davon schlägt immer daneben.,1034,683,700,517,466,534,450,516,584,550,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,467,500,700,500,583,700,434,450,532,734,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Schauspieler lesen die Texte. Eine davon liest nicht gut.,233,1050,634,616,534,600,500,483,533,800,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGS,Die Geiger*innen spielen die Symphonie. Eine davon spielt falsche Täne.,500,651,499,466,485,550,467,466,550,667,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Autofahrer nehmen die Ausfahrt. Eine davon verpasst sie knapp.,117,934,516,517,433,517,450,567,483,433,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGS,Die Kunstmaler*innen zeichnen die Bäume. Eine davon kann es nicht.,234,1083,533,483,417,434,399,434,433,350,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGS,Die Praktikant*innen essen die Gerichte. Eine davon hat keinen Hunger.,417,567,683,417,400,433,383,450,417,483,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Schriftsteller schreiben die Romane. Eine davon mag es nicht.,167,1050,583,517,766,484,433,600,450,667,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,633,633,500,534,533,450,417,466,417,633,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGS,Die Kellner*innen servieren die Teller. Eine davon lässt einen fallen.,100,766,484,516,484,450,467,567,483,533,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,150,600,567,500,616,717,483,667,534,683,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,183,700,484,533,617,500,450,550,533,534,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,200,533,417,400,400,433,400,433,451,433,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,167,616,534,467,450,467,433,467,466,567,weiblich,tertiaer,middle aged,lowerSexism,middleAtt
exposure,StimuliGM,Die Musiker spielen die Instrumente. Eine davon kann es nicht.,1116.4,555.3,545.1,516.3,515.2,534.5,516.7,565.6,500.7,815.6,weiblich,tertiaer,older,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Autor*innen lesen die Bücher. Eine davon will nicht mehr.,1317.2,999.2,638.8,578.4,566,583,571.8,544.9,571,611.5,weiblich,tertiaer,older,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Nachbarn essen die Mahlzeit. Eine davon hat keinen Hunger.,295.8,689.2,578.7,515,583.8,566.2,600.5,648.9,700.3,1433.5,weiblich,tertiaer,older,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Athlet*innen rennen die Länge. Eine davon ist zu langsam.,100,999.4,533.5,549.2,528.7,587.9,566.7,611.2,565.9,667.9,weiblich,tertiaer,older,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Sänger*innen singen die Lieder. Eine davon singt oft daneben.,199.6,934,555,499.8,483.7,549.6,550.1,566.3,577,1300.2,weiblich,tertiaer,older,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Spaziergänger laufen die Strecke. Eine davon ist zu langsam.,100,583.8,532.8,527.7,566.8,549.4,567.3,637.9,561.1,1671.8,weiblich,tertiaer,older,lowerSexism,morePositiveAtt
exposure,StimuliGS,Die Schüler*innen schreiben die Aufsätze. Eine davon macht viele Fehler.,471.7,428,465.7,434.1,488.5,477.9,588.9,549.1,561.9,1215.7,weiblich,tertiaer,older,lowerSexism,morePositiveAtt
exposure,StimuliGM,Die Künstler malen die Bilder. Eine davon malt nicht gut.,455.2,444.3,516.5,471.7,500.5,810.8,516.8,570.2,579.4,2749.1,weiblich,tertiaer,older,lowerSexism,morePositiveAtt
